Woodinville,47.68389,-122.40056
Seattle,47.6332499,-122.3151031
Seattle,47.652716,-122.3146373
Seattle,47.6340045,-122.3174694
Seattle,47.7615986,-122.1799079
Bothell,47.553142,-122.229737
Mercer Island,47.5291907,-122.3236742
Seattle,47.6558817,-122.1214598
Redmond,47.5463034,-122.2230497
Mercer Island,47.50081,-122.28542
Tukwila,47.604832,-122.1401596
Bellevue,47.4905371,-122.1548656
Renton,47.4796721,-121.7743741
North Bend,47.694763,-122.139968
Redmond,47.2659509,-122.0919013
Auburn,47.655213,-122.4141312
Seattle,47.64659,-122.29097
Seattle,47.627859,-122.299857
Seattle,47.655942,-122.295933
Seattle,47.4324112,-122.3418751
Normandy Park,47.595051,-122.1212769
Bellevue,47.539574,-122.231742
Mercer Island,47.4860666,-122.3051262
SeaTac,47.5654074,-122.409668
Seattle,47.6549456,-122.3045039
Seattle,47.6262976,-122.3746061
Seattle,47.4157759,-122.4744701
Vashon,47.7642255,-122.3398745
Shoreline,47.66973,-122.29089
Seattle,47.603121,-122.137541
Bellevue,47.65633,-122.35508
Seattle,47.640522,-122.416162
Seattle,47.7279685,-122.2197405
Kirkland,47.5187875,-122.1556735
Newcastle,47.73279,-122.25607
Kenmore,47.5005614,-122.2355175
Seattle,47.605128,-122.139988
Bellevue,47.623122,-121.958412
Carnation,47.436582,-122.203789
Renton,47.5190556,-122.3602295
Seattle,47.5994,-122.12168
Bellevue,47.6875178,-122.3314655
Seattle,47.624573,-122.057371
Sammamish,47.6329712,-122.3645908
Seattle,47.703697,-122.0217723
Redmond,47.4954897,-122.3393726
Seattle,47.679863,-122.264422
Seattle,47.641426,-122.293818
Seattle,47.7557888,-122.0873182
Woodinville,47.5636156,-122.3916569
Seattle,47.7311659,-122.1851617
Kirkland,47.6613,-122.4178
Seattle,47.6250137,-122.2882978
Seattle,47.7185683,-122.1929455
Kirkland,47.4942969,-122.3395818
Seattle,47.69302,-122.40357
Seattle,47.5271,-122.39618
Seattle,47.59995,-122.1349
Bellevue,47.6570421,-122.4181854
Seattle,47.2576286,-122.2022152
